GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2013112802,2013-11-28,4,0,38,BAL,PIT,3,11,63,,0,,0,"(:38) 5-J.FLACCO KNEELS TO PIT 38 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,37,OPP,0,,0,,0
2013112802,2013-11-28,4,0,0,,PIT,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120100,2013-12-01,2,0,30,,TB,0,0,0,,1,,0,"TIMEOUT #1 BY TB AT 00:30.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120111,2013-12-01,1,8,16,WAS,NYG,2,1,99,,1,,0,"(8:16) 46-A.MORRIS UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,,,2013,1,"UNDER CENTER",RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,0,CENTER,1,OPP,0,,0,,0
2013120500,2013-12-05,4,0,30,,HOU,0,0,0,,1,,0,"TIMEOUT #3 BY JAC AT 00:30.",0,,,2013,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120801,2013-12-08,2,0,20,CIN,IND,1,10,19,,0,,0,"(:20) 14-A.DALTON KNEELS TO CIN 18 FOR -1 YARDS.",0,,,2013,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
2013120801,2013-12-08,2,0,0,,IND,0,0,0,,1,,0,"END QUARTER 2",0,,,2013,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2013120802,2013-12-08,4,1,10,NE,CLE,1,2,98,,0,,0,"(1:10) 12-T.BRADY SPIKED THE BALL TO STOP THE CLOCK.",0,,,2013,0,"UNDER CENTER","CLOCK STOP",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,2,OPP,0,,0,,0
2013120803,2013-12-08,4,8,54,OAK,NYJ,1,10,22,,0,,0,"(8:54) 14-M.MCGLOIN SACKED AT OAK 15 FOR -7 YARDS (97-C.PACE).",0,,,2013,-7,"UNDER CENTER",SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,22,OWN,0,,0,,0
2013120808,2013-12-08,4,0,0,,KC,0,0,0,,1,,0,"END GAME",0,,,2013,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
